	end	entity_group	score	start	word	match_score	concept_id	match_type
424	381	GENETIC	0.9866223335266113	364	DRBI * 07 : 01 allele			0
426	87	DISEASE	0.999992847442627	85	he		ncit:C35882	60
427	99	DISEASE	0.9087567329406738	87	##patotoxicity			0
429	198	DISEASE	0.9999852776527405	186	liver injury			0
431	343	DISEASE	0.9999892711639404	331	liver injury			0
433	28	GENETIC	0.9999600648880005	22	CYP2C9		normalize.gene:CYP2C9	100
434	170	GENETIC	0.999987006187439	162	CYP2C9 * 2			0
435	183	GENETIC	0.999958336353302	175	CYP2C9 * 3			0
436	188	GENETIC	0.5615290999412537	185	##oly			0
437	197	GENETIC	0.6414651870727539	196	##s			0
438	304	GENETIC	0.9993796348571777	293	CYP2C9 * 3 / * 3			0
439	432	GENETIC	0.9977218508720398	421	CYP2C9 * 1 / * 1			0
440	441	GENETIC	0.7071516513824463	438	/ * 3			0
441	540	GENETIC	0.999908447265625	534	CYP2C9		normalize.gene:CYP2C9	100
442	330	CHEMICAL	0.9601839184761047	321	celecoxib		rxcui:140587	80
443	478	CHEMICAL	0.9999979734420776	477	c			0
444	486	CHEMICAL	0.9871382713317871	478	##elecoxib			0
446	29	GENETIC	0.9994453191757202	22	CYP2C19		normalize.gene:CYP2C19	100
447	76	CHEMICAL	0.9999980926513672	75	v		rxcui:11115	60
448	87	CHEMICAL	0.9815434813499451	76	##oriconazole			0
449	414	CHEMICAL	0.9719722867012024	402	voriconazole		rxcui:121243	80
450	577	CHEMICAL	0.9999980926513672	576	v		rxcui:11115	60
451	588	CHEMICAL	0.8814255595207214	577	##oriconazole			0
453	29	GENETIC	0.9999859929084778	22	CYP2C19		normalize.gene:CYP2C19	100
454	118	GENETIC	0.9866571426391602	102	CYP2C19 * 1 allele			0
455	169	GENETIC	0.9620485305786133	149	CYP2C19 * 2 and * 3 all			0
456	485	GENETIC	0.9999691247940063	478	CYP2C19		normalize.gene:CYP2C19	100
457	704	GENETIC	0.9999534487724304	697	CYP2C19		normalize.gene:CYP2C19	100
458	96	CHEMICAL	0.9999710321426392	86	omeprazole		rxcui:7646	80
459	449	CHEMICAL	0.9999885559082031	439	omeprazole		rxcui:7646	80
460	522	CHEMICAL	0.999991238117218	512	omeprazole		rxcui:7646	80
461	777	CHEMICAL	0.9998747110366821	767	omeprazole		rxcui:7646	80
462	805	CHEMICAL	0.9999847412109375	795	omeprazole		rxcui:7646	80
464	28	GENETIC	0.9999815225601196	22	CYP2D6		normalize.gene:CYP2D6	100
465	131	GENETIC	0.9999688863754272	125	CYP2D6		normalize.gene:CYP2D6	100
466	194	GENETIC	0.9999599456787109	188	CYP2D6		normalize.gene:CYP2D6	100
467	240	CHEMICAL	0.9999891519546509	230	metoprolol		rxcui:6918	80
468	276	CHEMICAL	0.9995956420898438	266	metoprolol		rxcui:6918	80
470	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
471	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
472	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
473	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
474	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
475	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
476	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
477	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
478	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
479	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
480	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
481	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
482	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
483	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
484	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
485	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
486	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
487	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
488	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
489	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
490	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
491	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
492	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
493	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
494	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
496	42	GENETIC	0.9999061822891235	36	CYP2D6		normalize.gene:CYP2D6	100
497	117	GENETIC	0.9999186396598816	111	CYP2D6		normalize.gene:CYP2D6	100
498	308	GENETIC	0.999952495098114	302	CYP2D6		normalize.gene:CYP2D6	100
499	344	GENETIC	0.999976396560669	327	estrogen receptor			0
500	85	CHEMICAL	0.999984860420227	76	tamoxifen		rxcui:10324	80
501	209	CHEMICAL	0.9985347390174866	200	endoxifen		iuphar.ligand:10203	80
502	335	CHEMICAL	0.9890471696853638	327	estrogen		chembl:CHEMBL592868	80
503	505	CHEMICAL	0.998134195804596	496	endoxifen		iuphar.ligand:10203	80
504	747	CHEMICAL	0.9897655248641968	738	endoxifen		iuphar.ligand:10203	80
506	367	DISEASE	0.9999913573265076	354	breast cancer		ncit:C9335	80
508	29	GENETIC	0.9999884366989136	22	CYP2C19		normalize.gene:CYP2C19	100
509	459	GENETIC	0.9999825358390808	452	CYP2C19		normalize.gene:CYP2C19	100
510	598	GENETIC	0.999733567237854	591	CYP2C19		normalize.gene:CYP2C19	100
511	613	GENETIC	0.9999847412109375	600	CYP2C19 * 2 / * 2			0
512	709	GENETIC	0.9999550580978394	696	CYP2C19 * 1 / * 1			0
513	742	GENETIC	0.9999863505363464	729	CYP2C19 * 1 / * x			0
514	267	CHEMICAL	0.9999754428863525	255	pantoprazole		rxcui:253191	80
516	29	GENETIC	0.9999861717224121	22	CYP2C19		normalize.gene:CYP2C19	100
517	118	GENETIC	0.9793551564216614	102	CYP2C19 * 1 allele			0
518	165	GENETIC	0.9999826550483704	149	CYP2C19 * 2 and * 3			0
519	485	GENETIC	0.9999663233757019	478	CYP2C19		normalize.gene:CYP2C19	100
520	704	GENETIC	0.9999520182609558	697	CYP2C19		normalize.gene:CYP2C19	100
521	96	CHEMICAL	0.9999712109565735	86	omeprazole		rxcui:7646	80
522	449	CHEMICAL	0.9999885559082031	439	omeprazole		rxcui:7646	80
523	522	CHEMICAL	0.9999906420707703	512	omeprazole		rxcui:7646	80
524	777	CHEMICAL	0.9998277425765991	767	omeprazole		rxcui:7646	80
525	805	CHEMICAL	0.9999845623970032	795	omeprazole		rxcui:7646	80
527	29	GENETIC	0.9999884366989136	22	CYP2C19		normalize.gene:CYP2C19	100
528	459	GENETIC	0.9999825358390808	452	CYP2C19		normalize.gene:CYP2C19	100
529	598	GENETIC	0.999733567237854	591	CYP2C19		normalize.gene:CYP2C19	100
530	616	GENETIC	0.9999847412109375	600	CYP2C19 * 2 / * 2			0
531	715	GENETIC	0.9999550580978394	699	CYP2C19 * 1 / * 1			0
532	751	GENETIC	0.9999863505363464	735	CYP2C19 * 1 / * x			0
533	267	CHEMICAL	0.9999754428863525	255	pantoprazole		rxcui:253191	80
535	88	GENETIC	0.999241828918457	84	TPMT		normalize.gene:TPMT	100
536	98	GENETIC	0.9999416470527649	92	NUDT15		normalize.gene:NUDT15	100
537	372	GENETIC	0.9994778633117676	368	TPMT		normalize.gene:TPMT	100
538	386	GENETIC	0.9999626874923706	380	NUDT15		normalize.gene:NUDT15	100
539	520	GENETIC	0.9998500347137451	516	TPMT		normalize.gene:TPMT	100
540	530	GENETIC	0.9998449087142944	524	NUDT15		normalize.gene:NUDT15	100
541	569	GENETIC	0.9997005462646484	565	TPMT		normalize.gene:TPMT	100
542	580	GENETIC	0.9995307922363281	574	NUDT15		normalize.gene:NUDT15	100
543	619	GENETIC	0.9994683265686035	615	TPMT		normalize.gene:TPMT	100
544	629	GENETIC	0.9998608827590942	623	NUDT15		normalize.gene:NUDT15	100
545	762	GENETIC	0.999954104423523	753	TPMT gene			0
546	789	GENETIC	0.9999664425849915	785	TPMT		normalize.gene:TPMT	100
547	908	GENETIC	0.9999690055847168	904	TPMT		normalize.gene:TPMT	100
548	944	GENETIC	0.9999222755432129	940	TPMT		normalize.gene:TPMT	100
549	1019	GENETIC	0.9999523162841797	1013	TPMT * 2			0
550	1028	GENETIC	0.9999699592590332	1021	TPMT * 3A			0
551	1048	GENETIC	0.9556211233139038	1034	TPMT * 3C allele			0
552	1114	GENETIC	0.9999625086784363	1110	TPMT		normalize.gene:TPMT	100
553	1131	GENETIC	0.9997323155403137	1125	NUDT15		normalize.gene:NUDT15	100
554	1339	GENETIC	0.9999900460243225	1328	NUDT15 gene			0
555	1426	GENETIC	0.9999699592590332	1420	NUDT15		normalize.gene:NUDT15	100
556	1542	GENETIC	0.9784213900566101	1532	NUDT15 all			0
557	1712	GENETIC	0.9999755024909973	1708	TPMT		normalize.gene:TPMT	100
558	135	CHEMICAL	0.9998800754547119	133	me			0
559	147	CHEMICAL	0.9286079406738281	135	##rcaptopurine			0
560	209	CHEMICAL	0.9607197046279907	204	6 - TGN			0
561	330	CHEMICAL	0.8547055125236511	328	me			0
562	337	CHEMICAL	0.8369544148445129	330	##rcaptop			0
563	342	CHEMICAL	0.9989103078842163	340	##ne			0
564	403	CHEMICAL	0.9999949932098389	401	me			0
565	415	CHEMICAL	0.9885479211807251	403	##rcaptopurine			0
566	1703	CHEMICAL	0.9791442155838013	1682	thiopurine nucleotide			0
568	248	DISEASE	0.9999852180480957	246	my			0
569	262	DISEASE	0.99528968334198	248	##elosuppression			0
571	300	DISEASE	0.9999814629554749	297	ALL		ncit:C3167	60
573	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
574	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
575	127	GENETIC	0.5277884006500244	118	transport			0
576	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
577	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
578	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
579	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
580	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
581	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
582	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
583	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
584	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
586	84	GENETIC	0.9999943971633911	49	thiopurine S - methyltransferase gene			0
587	99	GENETIC	0.9999868869781494	92	TPMT * 3B			0
588	111	GENETIC	0.9999564290046692	104	TPMT * 3C			0
589	584	GENETIC	0.9995027780532837	566	TPMT gene variants			0
590	59	CHEMICAL	0.9989660978317261	49	thiopurine			0
591	61	CHEMICAL	0.9997087121009827	60	S			0
592	214	CHEMICAL	0.9999983310699463	213	c			0
593	222	CHEMICAL	0.9952114820480347	214	##isplatin			0
594	373	CHEMICAL	0.9999982118606567	372	c			0
595	381	CHEMICAL	0.9699342250823975	373	##isplatin			0
597	165	DISEASE	0.9961511492729187	154	ototoxicity			0
599	496	DISEASE	0.9959038496017456	485	ototoxicity			0
601	633	DISEASE	0.9930834770202637	622	ototoxicity			0
603	29	GENETIC	0.9999895095825195	22	CYP2C19		normalize.gene:CYP2C19	100
604	459	GENETIC	0.9999833106994629	452	CYP2C19		normalize.gene:CYP2C19	100
605	598	GENETIC	0.9997619390487671	591	CYP2C19		normalize.gene:CYP2C19	100
606	613	GENETIC	0.999984860420227	600	CYP2C19 * 2 / * 2			0
607	709	GENETIC	0.9999562501907349	696	CYP2C19 * 1 / * 1			0
608	742	GENETIC	0.9999874234199524	729	CYP2C19 * 1 / * x			0
609	267	CHEMICAL	0.9999775886535645	255	pantoprazole		rxcui:253191	80
611	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
612	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
613	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
614	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
615	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
616	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
617	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
618	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
619	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
620	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
621	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
622	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
623	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
624	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
625	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
626	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
627	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
628	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
629	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
630	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
631	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
632	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
633	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
634	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
635	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
637	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
638	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
639	127	GENETIC	0.5277884006500244	118	transport			0
640	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
641	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
642	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
643	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
644	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
645	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
646	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
647	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
648	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
650	148	GENETIC	0.9980688095092773	141	CYP2C19		normalize.gene:CYP2C19	100
651	493	GENETIC	0.9911834001541138	486	CYP2C19		normalize.gene:CYP2C19	100
652	74	CHEMICAL	0.9973686337471008	56	Rabeprazole Sodium		rxcui:114979	80
653	322	CHEMICAL	0.9999287724494934	311	rabeprazole		rxcui:114979	80
654	453	CHEMICAL	0.9436799883842468	435	rabeprazole sodium		rxcui:114979	80
656	199	DISEASE	0.9733431339263916	187	gastric acid			0
658	28	GENETIC	0.9999602437019348	22	CYP2C9		normalize.gene:CYP2C9	100
659	170	GENETIC	0.9999871253967285	162	CYP2C9 * 2			0
660	183	GENETIC	0.9999581575393677	175	CYP2C9 * 3			0
661	188	GENETIC	0.5450419187545776	185	##oly			0
662	197	GENETIC	0.6265862584114075	196	##s			0
663	304	GENETIC	0.999428391456604	293	CYP2C9 * 3 / * 3			0
664	432	GENETIC	0.9983139038085938	421	CYP2C9 * 1 / * 1			0
665	441	GENETIC	0.7672799229621887	438	/ * 3			0
666	540	GENETIC	0.9999071359634399	534	CYP2C9		normalize.gene:CYP2C9	100
667	330	CHEMICAL	0.9560286402702332	321	celecoxib		rxcui:140587	80
668	478	CHEMICAL	0.9999979734420776	477	c			0
669	486	CHEMICAL	0.9862581491470337	478	##elecoxib			0
671	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
672	107	GENETIC	0.9999850392341614	100	OATP1B1		normalize.gene:OATP1B1	60
673	318	GENETIC	0.9999859929084778	311	OATP1B1		normalize.gene:OATP1B1	60
674	333	GENETIC	0.9996569156646729	321	SLCO1B1 521T			0
675	404	GENETIC	0.9984192848205566	389	SLCO1B1 521 C / C			0
676	44	CHEMICAL	0.9999107122421265	37	HMG - CoA			0
677	78	CHEMICAL	0.999996542930603	77	r		rxcui:1091	60
678	89	CHEMICAL	0.9798795580863953	78	##osuvastatin			0
679	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
680	184	CHEMICAL	0.9518624544143677	173	##osuvastatin			0
681	536	CHEMICAL	0.9943631291389465	524	rosuvastatin		rxcui:301542	80
683	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
684	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
685	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
686	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
687	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
688	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
689	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
690	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
691	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
692	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
693	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
694	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
695	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
696	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
697	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
698	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
699	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
700	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
701	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
702	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
703	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
704	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
705	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
706	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
707	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
709	29	GENETIC	0.9999862909317017	22	CYP2C19		normalize.gene:CYP2C19	100
710	118	GENETIC	0.9811614155769348	102	CYP2C19 * 1 allele			0
711	165	GENETIC	0.9999821782112122	149	CYP2C19 * 2 and * 3			0
712	485	GENETIC	0.9999665021896362	478	CYP2C19		normalize.gene:CYP2C19	100
713	704	GENETIC	0.9999520182609558	697	CYP2C19		normalize.gene:CYP2C19	100
714	96	CHEMICAL	0.9999722242355347	86	omeprazole		rxcui:7646	80
715	449	CHEMICAL	0.9999887347221375	439	omeprazole		rxcui:7646	80
716	522	CHEMICAL	0.9999908208847046	512	omeprazole		rxcui:7646	80
717	777	CHEMICAL	0.999843418598175	767	omeprazole		rxcui:7646	80
718	805	CHEMICAL	0.9999850988388062	795	omeprazole		rxcui:7646	80
720	29	GENETIC	0.9999876022338867	22	CYP2C19		normalize.gene:CYP2C19	100
721	120	GENETIC	0.9933750629425049	104	CYP2C19 * 1 allele			0
722	167	GENETIC	0.9999805688858032	151	CYP2C19 * 2 and * 3			0
723	633	GENETIC	0.9999720454216003	626	CYP2C19		normalize.gene:CYP2C19	100
724	736	GENETIC	0.9999681711196899	729	CYP2C19		normalize.gene:CYP2C19	100
725	829	GENETIC	0.9998983144760132	822	CYP2C19		normalize.gene:CYP2C19	100
726	88	CHEMICAL	0.9999980926513672	86	es			0
727	98	CHEMICAL	0.9800057411193848	88	##omeprazole			0
728	451	CHEMICAL	0.9395289421081543	439	esomeprazole		rxcui:1294569	80
729	674	CHEMICAL	0.9996963739395142	662	esomeprazole		rxcui:1294569	80
730	1136	CHEMICAL	0.9987323880195618	1124	esomeprazole		rxcui:1294569	80
731	1143	CHEMICAL	0.9458568096160889	1137	sodium		rxcui:9853	80
733	39	GENETIC	0.9999681711196899	32	CYP2C19		normalize.gene:CYP2C19	100
734	738	GENETIC	0.9999017715454102	731	CYP2C19		normalize.gene:CYP2C19	100
735	92	CHEMICAL	0.9914935231208801	77	Dexlansoprazole		rxcui:17128	80
736	117	CHEMICAL	0.9975467920303345	114	dex		rxcui:3289	60
737	129	CHEMICAL	0.9998767971992493	117	##lansoprazole			0
738	248	CHEMICAL	0.9815762639045715	245	dex		rxcui:3289	60
739	260	CHEMICAL	0.9991525411605835	248	##lansoprazole			0
740	332	CHEMICAL	0.999997615814209	330	de			0
741	333	CHEMICAL	0.9528643488883972	332	##x			0
742	345	CHEMICAL	0.9991878271102905	333	##lansoprazole			0
743	673	CHEMICAL	0.9999973773956299	671	de			0
744	674	CHEMICAL	0.9580121040344238	673	##x			0
745	686	CHEMICAL	0.9985201954841614	674	##lansoprazole			0
747	137	GENETIC	0.9665500521659851	130	CYP2C19		normalize.gene:CYP2C19	100
748	480	GENETIC	0.9655416011810303	475	CYP2C		normalize.gene:CYP2C	80
749	63	CHEMICAL	0.9102184176445007	56	ACIPHEX		rxcui:114979	80
750	311	CHEMICAL	0.9999736547470093	300	rabeprazole		rxcui:114979	80
751	442	CHEMICAL	0.9644729495048523	424	rabeprazole sodium		rxcui:114979	80
753	188	DISEASE	0.7386457324028015	176	gastric acid			0
755	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
756	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
757	127	GENETIC	0.5277884006500244	118	transport			0
758	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
759	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
760	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
761	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
762	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
763	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
764	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
765	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
766	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
768	45	GENETIC	0.9999734163284302	38	CYP2C19		normalize.gene:CYP2C19	100
769	151	GENETIC	0.9999811053276062	144	CYP2C19		normalize.gene:CYP2C19	100
770	414	GENETIC	0.999976634979248	407	CYP2C19		normalize.gene:CYP2C19	100
771	518	GENETIC	0.9999778866767883	511	CYP2C19		normalize.gene:CYP2C19	100
772	664	GENETIC	0.9999662637710571	657	CYP2C19		normalize.gene:CYP2C19	100
773	130	CHEMICAL	0.9999978542327881	111	N - desmethylclobazam			0
774	195	CHEMICAL	0.9999972581863403	176	N - desmethylclobazam			0
775	636	CHEMICAL	0.9998530149459839	628	clobazam		rxcui:21241	80
777	80	GENETIC	0.9999850988388062	74	CYP2B6		normalize.gene:CYP2B6	100
778	88	GENETIC	0.9998329281806946	82	CYP2C9		normalize.gene:CYP2C9	100
779	97	GENETIC	0.9998900294303894	90	CYP2C19		normalize.gene:CYP2C19	100
780	108	GENETIC	0.9999753832817078	102	CYP3A5		normalize.gene:CYP3A5	100
781	137	CHEMICAL	0.9999979734420776	136	p		chembl:CHEMBL4300766	80
782	145	CHEMICAL	0.9560449719429016	137	##rasugrel			0
784	207	DISEASE	0.9997575879096985	187	platelet aggregation			0
786	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
787	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
788	127	GENETIC	0.5277884006500244	118	transport			0
789	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
790	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
791	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
792	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
793	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
794	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
795	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
796	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
797	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
799	32	GENETIC	0.9662682414054871	22	UGT1A1 Pol			0
800	81	GENETIC	0.9999887347221375	75	UGT1A1		normalize.gene:UGT1A1	100
801	268	GENETIC	0.9999907612800598	262	UGT1A1		normalize.gene:UGT1A1	100
802	501	GENETIC	0.99998539686203	495	UGT1A1		normalize.gene:UGT1A1	100
803	113	CHEMICAL	0.9700215458869934	102	raltegravir		rxcui:1235585	80
